dept_no,emp_no,first_name,last_name,title,birth_date,gender,from_date,to_date,salary
d007,423350,Heping,Monarch,Staff,1965-01-04,F,1988-04-15,1993-04-15,45927
d005,423633,Mariusz,Tokunaga,Senior Engineer,1965-01-30,F,1985-02-11,9999-01-01,51147
d005,423993,Seshu,Kolvik,Technique Leader,1965-01-01,F,1988-12-09,9999-01-01,40000
d005,424569,Danco,Luff,Engineer,1965-01-14,F,1997-10-30,9999-01-01,67193
d007,424797,Theron,Itschner,Senior Staff,1965-01-19,F,1993-05-16,9999-01-01,99526
d007,424797,Theron,Itschner,Staff,1965-01-19,F,1985-05-16,1993-05-16,99526
d007,424805,Jacqueline,Zallocco,Senior Staff,1965-01-24,M,1994-12-17,9999-01-01,81079
d007,424805,Jacqueline,Zallocco,Staff,1965-01-24,M,1987-12-17,1994-12-17,81079
d003,424930,Xuejun,Reeker,Senior Staff,1965-01-19,F,1997-11-18,9999-01-01,48452
d003,424930,Xuejun,Reeker,Staff,1965-01-19,F,1988-11-18,1997-11-18,48452
d005,424984,Vasilis,Waleschkowski,Engineer,1965-01-11,M,1996-05-26,9999-01-01,40000
d001,425535,Alagu,Vieri,Senior Staff,1965-01-18,F,1992-08-22,9999-01-01,80858
d001,425535,Alagu,Vieri,Staff,1965-01-18,F,1986-08-23,1992-08-22,80858
d007,425875,Jahangir,Kroft,Senior Staff,1965-01-19,F,1995-06-11,9999-01-01,41046
d007,425875,Jahangir,Kroft,Staff,1965-01-19,F,1990-06-11,1995-06-11,41046
d007,426153,Shahaf,Luce,Senior Staff,1965-01-16,M,1999-04-06,9999-01-01,74658
d002,426168,Kaijung,Mateescu,Senior Staff,1965-01-10,M,1992-11-17,9999-01-01,51634
d002,426168,Kaijung,Mateescu,Staff,1965-01-10,M,1987-11-18,1992-11-17,51634
d005,426611,Serap,Bahi,Engineer,1965-01-29,M,1986-05-15,1990-05-04,40000
d004,426683,Xudong,Muntz,Engineer,1965-01-03,M,1991-03-08,1996-04-02,50855
d009,426795,Huican,Lunn,Senior Staff,1965-01-07,M,1991-07-23,9999-01-01,48445
d009,426795,Huican,Lunn,Staff,1965-01-07,M,1986-07-23,1991-07-23,48445
d007,426824,Gopalakrishnan,Mawatari,Senior Staff,1965-01-25,F,1993-10-29,9999-01-01,58680
d009,426824,Gopalakrishnan,Mawatari,Senior Staff,1965-01-25,F,1993-10-29,9999-01-01,58680
d007,426824,Gopalakrishnan,Mawatari,Staff,1965-01-25,F,1988-10-29,1993-10-29,58680
d009,426824,Gopalakrishnan,Mawatari,Staff,1965-01-25,F,1988-10-29,1993-10-29,58680
d004,426958,Weijing,Viele,Engineer,1965-01-19,M,1985-10-03,1993-10-03,55729
d004,426958,Weijing,Viele,Senior Engineer,1965-01-19,M,1993-10-03,9999-01-01,55729
d008,427313,Utpal,Kemmerer,Senior Staff,1965-01-31,M,1991-12-04,9999-01-01,40000
d008,427313,Utpal,Kemmerer,Staff,1965-01-31,M,1986-12-04,1991-12-04,40000
d009,427332,Feiyu,Hemaspaandra,Staff,1965-01-20,M,1995-06-04,9999-01-01,50549
d005,427571,Torsten,Ranta,Engineer,1965-01-20,M,1987-12-11,1996-12-10,55037
d008,427571,Torsten,Ranta,Engineer,1965-01-20,M,1987-12-11,1996-12-10,55037
d005,427571,Torsten,Ranta,Senior Engineer,1965-01-20,M,1996-12-10,9999-01-01,55037
d008,427571,Torsten,Ranta,Senior Engineer,1965-01-20,M,1996-12-10,9999-01-01,55037
d004,427659,Mariusz,Ritcey,Engineer,1965-01-27,F,1987-03-16,1991-07-01,81017
d002,427776,Jaques,Navazio,Senior Staff,1965-01-25,F,1998-04-03,9999-01-01,83358
d002,427776,Jaques,Navazio,Staff,1965-01-25,F,1989-04-04,1998-04-03,83358
d004,427852,Adil,Kieras,Senior Engineer,1965-01-02,F,1992-07-20,9999-01-01,48349
d002,428195,Hatsukazu,Rosca,Senior Staff,1965-01-11,M,1991-10-13,9999-01-01,63119
d003,428195,Hatsukazu,Rosca,Senior Staff,1965-01-11,M,1991-10-13,9999-01-01,63119
d002,428195,Hatsukazu,Rosca,Staff,1965-01-11,M,1986-10-13,1991-10-13,63119
d003,428195,Hatsukazu,Rosca,Staff,1965-01-11,M,1986-10-13,1991-10-13,63119
d007,428219,Ghassan,Androutsos,Senior Staff,1965-01-21,F,1993-12-25,9999-01-01,84926
d007,428219,Ghassan,Androutsos,Staff,1965-01-21,F,1987-12-26,1993-12-25,84926
d004,428235,Chenyi,Demian,Senior Engineer,1965-01-17,F,1988-06-29,2000-03-18,61797
d006,428235,Chenyi,Demian,Senior Engineer,1965-01-17,F,1988-06-29,2000-03-18,61797
d004,428294,Nimmagadda,Kusakari,Engineer,1965-01-13,M,1992-09-29,1998-05-14,40000
d005,428294,Nimmagadda,Kusakari,Engineer,1965-01-13,M,1992-09-29,1998-05-14,40000
d002,429040,Bader,Detkin,Staff,1965-01-22,M,1993-10-24,1999-07-31,62602
d006,429087,Hugh,Senzako,Technique Leader,1965-01-27,M,1992-10-15,9999-01-01,51383
d007,429231,Kazuyasu,Schmiedel,Senior Staff,1965-01-09,F,1991-09-07,9999-01-01,85371
d007,429231,Kazuyasu,Schmiedel,Staff,1965-01-09,F,1985-09-07,1991-09-07,85371
d005,429249,Alassane,Wolniewicz,Engineer,1965-01-28,M,1986-10-06,1993-10-06,40000
d008,429249,Alassane,Wolniewicz,Engineer,1965-01-28,M,1986-10-06,1993-10-06,40000
d005,429249,Alassane,Wolniewicz,Senior Engineer,1965-01-28,M,1993-10-06,9999-01-01,40000
d008,429249,Alassane,Wolniewicz,Senior Engineer,1965-01-28,M,1993-10-06,9999-01-01,40000
d007,429381,Limsoon,Roohalamini,Senior Staff,1965-01-06,M,1992-11-25,9999-01-01,75021
d007,429381,Limsoon,Roohalamini,Staff,1965-01-06,M,1986-11-26,1992-11-25,75021
d003,429703,Ung,Honglei,Senior Staff,1965-01-06,F,1993-09-02,9999-01-01,40000
d003,429703,Ung,Honglei,Staff,1965-01-06,F,1986-09-02,1993-09-02,40000
d006,430558,Xiong,Roisin,Engineer,1965-01-07,F,1988-03-01,1995-03-02,40000
d006,430558,Xiong,Roisin,Senior Engineer,1965-01-07,F,1995-03-02,9999-01-01,40000
d005,430631,Kersti,Marsiglia,Engineer,1965-01-17,F,1994-02-19,9999-01-01,55205
d004,430891,Khalil,Gien,Senior Engineer,1965-01-06,M,1991-08-06,9999-01-01,68320
d009,430981,Amabile,Koyama,Senior Staff,1965-01-24,M,1990-07-25,1993-05-14,40000
d009,430981,Amabile,Koyama,Staff,1965-01-24,M,1985-07-25,1990-07-25,40000
d002,431576,Masamitsu,Back,Senior Staff,1965-01-06,F,1994-03-25,9999-01-01,76741
d003,431576,Masamitsu,Back,Senior Staff,1965-01-06,F,1994-03-25,9999-01-01,76741
d002,431576,Masamitsu,Back,Staff,1965-01-06,F,1987-03-25,1994-03-25,76741
d003,431576,Masamitsu,Back,Staff,1965-01-06,F,1987-03-25,1994-03-25,76741
d005,431657,Visit,Thiran,Engineer,1965-01-31,F,1986-11-14,1991-11-14,40000
d005,431657,Visit,Thiran,Senior Engineer,1965-01-31,F,1991-11-14,9999-01-01,40000
d004,431759,Alassane,Ramsay,Engineer,1965-02-01,M,1987-11-05,1989-04-12,44859
d006,431759,Alassane,Ramsay,Engineer,1965-02-01,M,1987-11-05,1989-04-12,44859
d007,432031,Adamantios,Matzat,Senior Staff,1965-01-11,F,1993-02-28,9999-01-01,60534
d007,432031,Adamantios,Matzat,Staff,1965-01-11,F,1987-03-01,1993-02-28,60534
d009,432121,Alair,Straney,Senior Staff,1965-01-06,F,1992-11-14,9999-01-01,40000
d009,432121,Alair,Straney,Staff,1965-01-06,F,1986-11-15,1992-11-14,40000
d004,432257,Kwangjo,Hiltgen,Engineer,1965-01-20,F,1998-12-22,9999-01-01,84748
d005,432261,Arve,Bergere,Engineer,1965-01-30,F,1987-07-28,1994-07-28,73145
d005,432261,Arve,Bergere,Senior Engineer,1965-01-30,F,1994-07-28,9999-01-01,73145
d001,432956,Qunsheng,Birrer,Senior Staff,1965-01-25,F,1994-05-13,9999-01-01,59603
d001,432956,Qunsheng,Birrer,Staff,1965-01-25,F,1986-05-13,1994-05-13,59603
d003,433465,Wonhee,Benveniste,Senior Staff,1965-01-12,M,1985-12-21,1987-03-23,40000
d002,433640,Monique,Baer,Senior Staff,1965-01-12,F,1987-12-12,1996-02-13,60932
d002,434384,Greger,Babb,Senior Staff,1965-01-28,M,1995-11-06,2002-01-18,46939
d007,434384,Greger,Babb,Senior Staff,1965-01-28,M,1995-11-06,2002-01-18,46939
d007,434845,Takushi,Skogmar,Senior Staff,1965-01-11,M,1991-06-07,9999-01-01,56010
d007,434845,Takushi,Skogmar,Staff,1965-01-11,M,1985-06-07,1991-06-07,56010
d005,434936,Sahrah,Rosis,Engineer,1965-01-15,F,1994-06-24,2000-06-23,54397
d005,434936,Sahrah,Rosis,Senior Engineer,1965-01-15,F,2000-06-23,9999-01-01,54397
d004,435026,Shim,Versino,Senior Engineer,1965-01-14,F,1986-08-20,1997-11-20,46644
d006,435026,Shim,Versino,Senior Engineer,1965-01-14,F,1986-08-20,1997-11-20,46644
d001,435181,Kazuhide,Fiutem,Senior Staff,1965-01-16,M,1998-05-10,9999-01-01,40000
d001,435181,Kazuhide,Fiutem,Staff,1965-01-16,M,1992-05-10,1998-05-10,40000
d003,435226,Yinghua,Panwar,Senior Staff,1965-01-12,M,1994-06-11,1996-02-26,40178
d001,435289,Feixiong,Schurmann,Senior Staff,1965-01-04,M,1993-02-14,9999-01-01,78074
d001,435289,Feixiong,Schurmann,Staff,1965-01-04,M,1987-02-15,1993-02-14,78074
d006,435791,Hercules,Speer,Engineer,1965-01-07,M,1994-03-07,1999-03-07,41333
d006,435791,Hercules,Speer,Senior Engineer,1965-01-07,M,1999-03-07,9999-01-01,41333
d003,436827,Wojceich,Limongiello,Senior Staff,1965-01-30,F,1988-03-10,9999-01-01,42069
d002,437276,Dines,DeMori,Senior Staff,1965-01-17,F,1994-12-07,9999-01-01,52997
d002,437276,Dines,DeMori,Staff,1965-01-17,F,1987-12-07,1994-12-07,52997
d001,437395,Sumant,Thambidurai,Senior Staff,1965-01-21,M,2000-01-02,9999-01-01,75620
d007,437395,Sumant,Thambidurai,Senior Staff,1965-01-21,M,2000-01-02,9999-01-01,75620
d001,437395,Sumant,Thambidurai,Staff,1965-01-21,M,1994-01-02,2000-01-02,75620
d007,437395,Sumant,Thambidurai,Staff,1965-01-21,M,1994-01-02,2000-01-02,75620
d009,438264,Rasikan,Barreiro,Senior Staff,1965-01-19,M,2000-09-26,9999-01-01,42706
d009,438264,Rasikan,Barreiro,Staff,1965-01-19,M,1991-09-27,2000-09-26,42706
d009,439905,Kousuke,Levasseur,Senior Staff,1965-01-03,F,1996-03-15,9999-01-01,56753
d009,439905,Kousuke,Levasseur,Staff,1965-01-03,F,1990-03-16,1996-03-15,56753
d007,440642,Snehasis,Kalsbeek,Senior Staff,1965-01-14,M,1997-01-05,9999-01-01,96916
d007,440642,Snehasis,Kalsbeek,Staff,1965-01-14,M,1988-01-06,1997-01-05,96916
d007,441197,Miquel,Legleitner,Senior Staff,1965-01-18,F,1993-06-28,9999-01-01,56738
d007,441197,Miquel,Legleitner,Staff,1965-01-18,F,1985-06-28,1993-06-28,56738
d005,441651,Aimee,Billawala,Engineer,1965-01-07,M,1989-02-20,1995-08-24,43508
d008,441965,Claudi,Heijenga,Senior Staff,1965-01-12,F,1994-08-30,9999-01-01,40000
d008,441965,Claudi,Heijenga,Staff,1965-01-12,F,1988-08-30,1994-08-30,40000
d008,443485,Marke,Klerer,Senior Staff,1965-01-23,M,1990-04-14,9999-01-01,54884
d007,444099,Kousuke,Worfolk,Senior Staff,1965-01-28,M,1997-03-22,9999-01-01,81037
d007,444099,Kousuke,Worfolk,Staff,1965-01-28,M,1988-03-22,1997-03-22,81037
d007,444208,Irena,Cesareni,Senior Staff,1965-01-27,M,1985-10-30,9999-01-01,81161
d004,444228,Xinglin,Busillo,Senior Engineer,1965-01-23,F,1998-10-08,1999-06-11,45512
d008,445152,Heping,Peac,Senior Staff,1965-01-09,M,1992-03-20,9999-01-01,49949
d008,445152,Heping,Peac,Staff,1965-01-09,M,1985-03-20,1992-03-20,49949
d003,445201,Randi,Alblas,Staff,1965-01-22,F,1992-05-02,2000-01-27,42975
d004,445226,Oscar,Baumann,Engineer,1965-01-01,M,1987-01-22,1996-01-22,40000
d004,445226,Oscar,Baumann,Senior Engineer,1965-01-01,M,1996-01-22,9999-01-01,40000
d004,445456,Apostol,Gruenwald,Engineer,1965-01-12,M,1998-08-04,2000-03-18,40000
d005,445570,Van,Nations,Technique Leader,1965-01-25,F,1986-08-11,9999-01-01,46882
d004,445723,Gaurav,Roison,Senior Staff,1965-01-31,F,1995-10-22,9999-01-01,55964
d008,445723,Gaurav,Roison,Senior Staff,1965-01-31,F,1995-10-22,9999-01-01,55964
d004,445723,Gaurav,Roison,Staff,1965-01-31,F,1986-10-22,1995-10-22,55964
d008,445723,Gaurav,Roison,Staff,1965-01-31,F,1986-10-22,1995-10-22,55964
d004,445941,Masako,Dechter,Technique Leader,1965-01-11,M,1985-09-25,9999-01-01,41871
d005,446424,DAIDA,Nooteboom,Engineer,1965-01-16,F,1985-11-24,1992-11-24,58549
d005,446424,DAIDA,Nooteboom,Senior Engineer,1965-01-16,F,1992-11-24,9999-01-01,58549
d006,446785,Yuping,Papastamatiou,Engineer,1965-01-30,M,1988-08-30,1992-01-16,40000
d004,446897,Takahiro,Dalton,Technique Leader,1965-01-22,M,1992-09-30,9999-01-01,40000
d003,447135,Gennady,Rouquie,Senior Staff,1965-01-31,M,1989-08-24,9999-01-01,40000
d005,447191,Dmitri,Rousseau,Engineer,1965-01-17,M,1995-06-19,1997-05-26,51948
d007,447232,Aleksander,Schaaf,Senior Staff,1965-01-22,M,2001-05-25,9999-01-01,102759
d009,447232,Aleksander,Schaaf,Senior Staff,1965-01-22,M,2001-05-25,9999-01-01,102759
d007,447232,Aleksander,Schaaf,Staff,1965-01-22,M,1995-05-26,2001-05-25,102759
d009,447232,Aleksander,Schaaf,Staff,1965-01-22,M,1995-05-26,2001-05-25,102759
d008,447376,Kirk,Zongker,Staff,1965-01-07,F,1999-12-10,9999-01-01,70592
d005,447613,Paris,Restivo,Engineer,1965-01-15,M,1986-11-21,1991-11-21,43894
d005,447613,Paris,Restivo,Senior Engineer,1965-01-15,M,1991-11-21,9999-01-01,43894
d006,447877,Make,Heuser,Engineer,1965-01-13,M,1988-07-02,1997-07-02,40000
d006,447877,Make,Heuser,Senior Engineer,1965-01-13,M,1997-07-02,9999-01-01,40000
d004,447982,Shiv,Baezner,Engineer,1965-01-25,F,1990-12-17,1996-12-16,40000
d004,447982,Shiv,Baezner,Senior Engineer,1965-01-25,F,1996-12-16,9999-01-01,40000
d002,448994,Haldun,Syang,Staff,1965-01-12,M,1997-02-11,9999-01-01,55952
d008,449815,Fumitaka,Quittner,Senior Staff,1965-01-27,M,1993-04-20,9999-01-01,43762
d008,449815,Fumitaka,Quittner,Staff,1965-01-27,M,1988-04-20,1993-04-20,43762
d005,449984,Hinrich,Perin,Engineer,1965-02-01,F,1985-11-20,1993-11-20,40000
d005,449984,Hinrich,Perin,Senior Engineer,1965-02-01,F,1993-11-20,9999-01-01,40000
d005,450255,Udo,Waymire,Technique Leader,1965-01-31,M,1986-06-14,9999-01-01,40000
d006,450309,Gill,Orlowska,Technique Leader,1965-01-08,M,1986-12-25,9999-01-01,47695
d006,450817,DAIDA,Frolund,Engineer,1965-01-10,M,1987-07-17,1996-07-16,56583
d006,450817,DAIDA,Frolund,Senior Engineer,1965-01-10,M,1996-07-16,9999-01-01,56583
d004,450934,Chanjung,Raoux,Engineer,1965-01-23,M,1992-05-25,1998-05-25,40000
d004,450934,Chanjung,Raoux,Senior Engineer,1965-01-23,M,1998-05-25,9999-01-01,40000
d007,451253,Jaihie,Ozeri,Senior Staff,1965-01-15,F,1997-06-20,9999-01-01,66577
d007,451253,Jaihie,Ozeri,Staff,1965-01-15,F,1991-06-21,1997-06-20,66577
d005,451272,Jacopo,Krohm,Engineer,1965-01-02,M,1991-04-24,1997-04-23,50905
d005,451272,Jacopo,Krohm,Senior Engineer,1965-01-02,M,1997-04-23,9999-01-01,50905
d008,451275,Bedrich,Isard,Senior Staff,1965-01-25,M,1986-06-07,9999-01-01,40000
d004,452137,Subir,Miake,Engineer,1965-01-15,M,1993-07-11,2002-07-11,59812
d009,452137,Subir,Miake,Engineer,1965-01-15,M,1993-07-11,2002-07-11,59812
d004,452137,Subir,Miake,Senior Engineer,1965-01-15,M,2002-07-11,9999-01-01,59812
d009,452137,Subir,Miake,Senior Engineer,1965-01-15,M,2002-07-11,9999-01-01,59812
d009,452196,Bartek,Snyers,Senior Staff,1965-01-17,M,1992-01-14,2001-05-02,40000
d009,452196,Bartek,Snyers,Staff,1965-01-17,M,1987-01-14,1992-01-14,40000
d005,452365,Fei,Gadepally,Assistant Engineer,1965-01-05,M,1988-11-13,1997-11-13,40000
d005,452365,Fei,Gadepally,Engineer,1965-01-05,M,1997-11-13,9999-01-01,40000
d004,452956,Gou,Thombley,Senior Engineer,1965-01-17,M,1987-04-09,9999-01-01,44716
d009,452956,Gou,Thombley,Senior Engineer,1965-01-17,M,1987-04-09,9999-01-01,44716
d004,453723,Arne,Kohling,Engineer,1965-01-15,F,1985-12-13,1993-12-13,40996
d004,453723,Arne,Kohling,Senior Engineer,1965-01-15,F,1993-12-13,9999-01-01,40996
d004,454791,Xiaoqiu,Pietracaprina,Senior Engineer,1965-01-22,M,1994-07-09,9999-01-01,70297
d004,454994,Mohan,Picht,Engineer,1965-01-01,M,1991-02-24,2000-02-24,40000
d004,454994,Mohan,Picht,Senior Engineer,1965-01-01,M,2000-02-24,9999-01-01,40000
d005,455243,Khoa,Bahk,Senior Engineer,1965-01-13,M,1991-06-10,1998-02-07,40126
d007,455415,Weiye,Krohm,Senior Staff,1965-01-10,F,1999-10-29,2000-02-10,58961
d007,455415,Weiye,Krohm,Staff,1965-01-10,F,1990-10-29,1999-10-29,58961
d007,455726,Qiwen,Kriebel,Senior Staff,1965-01-08,M,1992-12-12,9999-01-01,89978
d007,455726,Qiwen,Kriebel,Staff,1965-01-08,M,1987-12-13,1992-12-12,89978
d007,456767,Tetsurou,Schreiter,Senior Staff,1965-01-24,M,1994-07-17,9999-01-01,81806
d007,456767,Tetsurou,Schreiter,Staff,1965-01-24,M,1987-07-17,1994-07-17,81806
d005,456824,Aloke,Neiman,Technique Leader,1965-01-13,F,1985-07-10,1996-07-23,45789
d003,457070,Gay,Plavsic,Senior Staff,1965-01-25,F,1994-08-06,9999-01-01,40000
d003,457070,Gay,Plavsic,Staff,1965-01-25,F,1987-08-06,1994-08-06,40000
d005,457411,Xudong,Peck,Senior Engineer,1965-01-13,M,1988-04-18,9999-01-01,40000
d004,457489,Berna,Ranst,Engineer,1965-01-24,F,1985-05-14,1992-05-14,42727
d004,457489,Berna,Ranst,Senior Engineer,1965-01-24,F,1992-05-14,9999-01-01,42727
d006,457653,Yakichi,Naumovich,Technique Leader,1965-01-21,F,1988-06-12,1988-07-03,40000
d004,457776,Florian,Siepmann,Engineer,1965-01-15,F,1987-12-21,1996-12-20,42709
d004,457776,Florian,Siepmann,Senior Engineer,1965-01-15,F,1996-12-20,9999-01-01,42709
d005,457832,Jackson,Zielinski,Senior Engineer,1965-02-01,F,1997-09-12,9999-01-01,40000
d003,458134,Thanasis,Standera,Senior Staff,1965-01-11,F,1992-03-20,9999-01-01,40000
d003,458134,Thanasis,Standera,Staff,1965-01-11,F,1985-03-20,1992-03-20,40000
d005,458383,Mabhin,Foote,Engineer,1965-01-06,M,1999-04-23,9999-01-01,40000
d009,458726,Shahaf,Kitai,Senior Staff,1965-01-13,M,1991-12-26,9999-01-01,40000
d009,458726,Shahaf,Kitai,Staff,1965-01-13,M,1986-12-26,1991-12-26,40000
d004,458790,Ramya,Azadmanesh,Engineer,1965-01-17,M,1988-11-19,1994-11-19,40000
d004,458790,Ramya,Azadmanesh,Senior Engineer,1965-01-17,M,1994-11-19,9999-01-01,40000
d005,458919,Kaijung,Papadias,Engineer,1965-01-12,M,1999-05-01,2001-04-12,65011
d005,459172,Val,Rissanen,Assistant Engineer,1965-01-19,F,1993-11-20,1999-11-20,58787
d005,459172,Val,Rissanen,Engineer,1965-01-19,F,1999-11-20,9999-01-01,58787
d006,459685,Hirochika,Goldhammer,Engineer,1965-02-01,M,1998-03-12,9999-01-01,44433
d007,460920,Remzi,Mitzlaff,Senior Staff,1965-01-22,F,1986-04-06,9999-01-01,77844
d002,461563,Sreenivas,Versino,Senior Staff,1965-01-29,M,1985-08-24,1988-12-25,51708
d006,462493,Paloma,Gerlach,Engineer,1965-01-12,M,1988-07-26,1994-07-26,40000
d006,462493,Paloma,Gerlach,Senior Engineer,1965-01-12,M,1994-07-26,9999-01-01,40000
d004,463212,Ramya,Rossi,Senior Engineer,1965-01-09,F,1987-03-02,9999-01-01,47857
d006,463212,Ramya,Rossi,Senior Engineer,1965-01-09,F,1987-03-02,9999-01-01,47857
d004,463472,Jaber,Sethi,Technique Leader,1965-01-11,M,1995-06-06,9999-01-01,40000
d009,463472,Jaber,Sethi,Technique Leader,1965-01-11,M,1995-06-06,9999-01-01,40000
d003,463495,Alenka,Barriga,Senior Staff,1965-01-28,F,1993-05-06,9999-01-01,40000
d003,463495,Alenka,Barriga,Staff,1965-01-28,F,1988-05-06,1993-05-06,40000
d009,464303,Abdelghani,Nyrup,Senior Staff,1965-01-22,F,1994-08-02,9999-01-01,48803
d009,464303,Abdelghani,Nyrup,Staff,1965-01-22,F,1986-08-02,1994-08-02,48803
d004,465062,Stafford,Gist,Engineer,1965-01-29,M,1988-05-07,1995-05-08,44624
d004,465062,Stafford,Gist,Senior Engineer,1965-01-29,M,1995-05-08,9999-01-01,44624
d004,465076,Tokuyasu,Ghelli,Engineer,1965-01-19,M,1985-05-05,1993-05-05,58601
d004,465076,Tokuyasu,Ghelli,Senior Engineer,1965-01-19,M,1993-05-05,9999-01-01,58601
d001,465409,Shahid,Varman,Senior Staff,1965-01-30,M,1993-08-27,9999-01-01,67038
d001,465409,Shahid,Varman,Staff,1965-01-30,M,1985-08-27,1993-08-27,67038
d005,465711,Lakshmi,Frijda,Engineer,1965-01-06,F,1990-04-21,1995-04-21,54507
d005,465711,Lakshmi,Frijda,Senior Engineer,1965-01-06,F,1995-04-21,9999-01-01,54507
d004,465874,Herb,Picht,Assistant Engineer,1965-01-12,F,1985-05-31,1994-05-31,72099
d004,465874,Herb,Picht,Engineer,1965-01-12,F,1994-05-31,9999-01-01,72099
d005,466509,Bezalel,Verhoeff,Engineer,1965-01-26,F,1988-03-22,1993-03-22,40000
d005,466509,Bezalel,Verhoeff,Senior Engineer,1965-01-26,F,1993-03-22,9999-01-01,40000
d001,466603,Yechezkel,Nourani,Senior Staff,1965-01-23,F,1996-07-31,9999-01-01,54724
d001,466603,Yechezkel,Nourani,Staff,1965-01-23,F,1991-08-01,1996-07-31,54724
d003,466745,Boalin,Birsak,Senior Staff,1965-01-26,M,2000-10-15,9999-01-01,40000
d003,466745,Boalin,Birsak,Staff,1965-01-26,M,1995-10-16,2000-10-15,40000
d009,466911,Stepehn,Markovitch,Staff,1965-01-11,M,1991-08-13,1995-08-07,48742
d003,467176,Przemyslawa,Borovoy,Senior Staff,1965-01-05,F,1998-06-18,9999-01-01,56585
d003,467176,Przemyslawa,Borovoy,Staff,1965-01-05,F,1993-06-18,1998-06-18,56585
d004,467441,Margareta,Bondorf,Engineer,1965-01-13,M,1988-11-07,1994-11-07,40000
d004,467441,Margareta,Bondorf,Senior Engineer,1965-01-13,M,1994-11-07,9999-01-01,40000
d004,468763,Sachin,Zlotek,Senior Engineer,1965-01-12,M,1985-03-11,1990-08-09,49874
d004,469399,Hongzhu,Ruemmler,Engineer,1965-01-25,F,1999-02-14,9999-01-01,51576
d005,469399,Hongzhu,Ruemmler,Engineer,1965-01-25,F,1999-02-14,9999-01-01,51576
d008,469527,Halsur,Ibel,Staff,1965-01-24,F,1998-03-05,9999-01-01,43350
d006,469529,Neven,Rikino,Engineer,1965-01-07,M,1988-10-21,1993-10-21,40247
d006,469529,Neven,Rikino,Senior Engineer,1965-01-07,M,1993-10-21,9999-01-01,40247
d002,469805,Chaosheng,Shobatake,Senior Staff,1965-01-21,M,1999-07-03,2001-09-15,55537
d002,469805,Chaosheng,Shobatake,Staff,1965-01-21,M,1991-07-03,1999-07-03,55537
d008,469867,Hein,Jonsson,Senior Staff,1965-01-23,M,1990-02-12,9999-01-01,49974
d008,469867,Hein,Jonsson,Staff,1965-01-23,M,1985-02-12,1990-02-12,49974
d007,470456,Reuven,Oehlmann,Senior Staff,1965-01-13,F,1994-03-29,9999-01-01,45633
d007,470456,Reuven,Oehlmann,Staff,1965-01-13,F,1986-03-29,1994-03-29,45633
d005,470472,Zhiguo,Staudhammer,Engineer,1965-02-01,F,1985-12-03,1991-12-03,40000
d005,470472,Zhiguo,Staudhammer,Senior Engineer,1965-02-01,F,1991-12-03,9999-01-01,40000
d002,471552,Basem,Lortz,Staff,1965-01-22,F,1997-10-25,9999-01-01,42758
d005,472790,Zhenbing,Ibel,Senior Engineer,1965-01-23,M,1985-10-29,9999-01-01,55035
d004,472950,Weidon,Fordan,Senior Engineer,1965-01-29,F,1986-03-27,9999-01-01,60425
d001,473824,Shin,Puoti,Staff,1965-01-22,F,1996-12-20,1999-05-09,93536
d008,474257,Sungwon,Kornyak,Staff,1965-01-24,F,1991-04-04,1994-10-23,56841
d002,474372,Monique,Cyre,Senior Staff,1965-01-13,F,1993-02-13,1994-10-11,59269
d002,474372,Monique,Cyre,Staff,1965-01-13,F,1986-02-13,1993-02-13,59269
d005,474763,Mayuko,Clouatre,Engineer,1965-01-07,F,1997-09-04,9999-01-01,61436
d004,474796,Zongyan,Shackel,Technique Leader,1965-01-10,M,1986-11-09,9999-01-01,68336
d009,474796,Zongyan,Shackel,Technique Leader,1965-01-10,M,1986-11-09,9999-01-01,68336
d005,474918,Rasikan,Khalil,Engineer,1965-01-15,M,1985-02-10,1985-03-11,40000
d004,475087,Genevieve,Snedden,Senior Engineer,1965-01-31,F,1988-10-21,9999-01-01,40000
d004,475258,Fumiyo,Feinberg,Senior Staff,1965-01-10,M,1995-11-22,9999-01-01,40000
d009,475258,Fumiyo,Feinberg,Senior Staff,1965-01-10,M,1995-11-22,9999-01-01,40000
d004,475258,Fumiyo,Feinberg,Staff,1965-01-10,M,1987-11-22,1995-11-22,40000
d009,475258,Fumiyo,Feinberg,Staff,1965-01-10,M,1987-11-22,1995-11-22,40000
d003,475538,Christophe,Leaver,Staff,1965-01-15,F,1998-10-31,9999-01-01,40000
d005,475938,Shigeaki,Lanteri,Engineer,1965-01-14,M,1989-02-17,1996-02-18,40000
d005,475938,Shigeaki,Lanteri,Senior Engineer,1965-01-14,M,1996-02-18,9999-01-01,40000
d005,475965,Rimon,Pietracaprina,Engineer,1965-01-02,M,1985-07-10,1990-07-10,40000
d005,475965,Rimon,Pietracaprina,Senior Engineer,1965-01-02,M,1990-07-10,9999-01-01,40000
d005,476361,Doohun,Preusig,Technique Leader,1965-01-09,M,1985-04-13,9999-01-01,42446
d008,476361,Doohun,Preusig,Technique Leader,1965-01-09,M,1985-04-13,9999-01-01,42446
d004,476488,Yuping,Kuhnemann,Technique Leader,1965-01-30,F,1986-12-13,1994-07-07,50260
d004,479407,Randi,Tomescu,Assistant Engineer,1965-01-18,M,1986-11-25,1993-11-25,46866
d004,479407,Randi,Tomescu,Engineer,1965-01-18,M,1993-11-25,2000-11-25,46866
